,text,date,relative_time,author_first_name,author_last_name,author_headline,comments,reposts,total_reactions,media_type,is_repost,engagement,target,cleaned_text,hashtags,mentions,text_for_bert,topic_from_bert,part_of_day,len
46,"Tina Sang has been an insanely valuable addition to the team and has picked up so much, so fast. 

I don't know what we'd do without you, Tina!

Interested in joining our team and working with Tina? 😉  https://lnkd.in/ePZACACq",2024-08-05 23:23:25,8 months ago • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",10,0,81,No media,No,101,No,Tina Sang has been an insanely valuable addition to the team and has picked up so much so fast I dont know what wed do without you Tina Interested in joining our team and working with Tina,[],[],tina sang insanely valuable addition team pick fast know tina interested join team work tina https://lnkd.in/epzacacq,0,Night,226
11,"We’ve built an inbound machine that gets us 50+ leads per day

How?

By testing 10s of different growth channels, before we landed on the best ones for Artisan.

There’s no shortcut to doing growth - it requires effort, persistence, and above everything else, time.

But our insights might help speed up the journey it takes for you to narrow down the ocean of different channels to start with.

We’ve had 100s of requests for a breakdown of our GTM channels since I posted about it a few weeks ago, so we decided to create an in-depth guide not only on our best growth channels, but also granular steps for how to get started with each.

You can download it here: https://lnkd.in/eJHJ9yEj",2024-08-21 16:47:01,7 months ago • Edited • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",5,3,84,image,No,100,No,Weve built an inbound machine that gets us 50 leads per day How By testing 10s of different growth channels before we landed on the best ones for Artisan Theres no shortcut to doing growth it requires effort persistence and above everything else time But our insights might help speed up the journey it takes for you to narrow down the ocean of different channels to start with Weve had 100s of requests for a breakdown of our GTM channels since I posted about it a few weeks ago so we decided to create an indepth guide not only on our best growth channels but also granular steps for how to get started with each You can download it here,[],[],build inbound machine get lead day test different growth channel land good one artisan shortcut growth require effort persistence time insight help speed journey take narrow ocean different channel start 100s request breakdown gtm channel post week ago decide create depth guide good growth channel granular step start download https://lnkd.in/ejhj9yej,0,Afternoon,689
50,"Calling all #startup #founders 📣

LvlUp Ventures has just launched the first of its kind “Super Application” 🥳🤩

This is groundbreaking. Founders can now apply to LvlUp Ventures + 15 other funds and corporate innovation arms (and growing every week) 💥 through our single application which takes just 5 minutes to fill out. LvlUp and our funding and corporate partners cover the entire gamet of stage & industry 🌊 and are actively deploying billions of dollars 💰 including Greycroft, M13, Expert Dojo, Capchase, L'Oréal, Pegasus Angel Accelerator, Outlander VC, Santa Barbara Venture Partners, Musa Capital and more!

All companies get a “yes” or “no” from LvlUp and our partners starting in just 7 days! 🥸

Plus, apply to 10 exclusive “Powered by LvlUp” startup programs with superstar enterprises like Google, Fidelity Private Shares, and Pipedrive, each specific to functions like sales, finance, and more. 👊

👓 😆 Stay tuned for new portfolio companies & funding partners every week!

Apply now: https://www.lvlup.vc 🚀",2024-10-23 17:38:10,5 months ago • Edited • Visible to anyone on or off LinkedIn,Aaron,Golbin,"Managing Partner at LvlUp Ventures | Co-Founder & Co-Chairman, National Artificial Intelligence Association | VC, Startups, Investor | 4x Forbes",2,9,72,No media,No,94,No,Calling all LvlUp Ventures has just launched the first of its kind Super Application This is groundbreaking Founders can now apply to LvlUp Ventures 15 other funds and corporate innovation arms and growing every week through our single application which takes just 5 minutes to fill out LvlUp and our funding and corporate partners cover the entire gamet of stage industry and are actively deploying billions of dollars including Greycroft M13 Expert Dojo Capchase LOral Pegasus Angel Accelerator Outlander VC Santa Barbara Venture Partners Musa Capital and more All companies get a yes or no from LvlUp and our partners starting in just 7 days Plus apply to 10 exclusive Powered by LvlUp startup programs with superstar enterprises like Google Fidelity Private Shares and Pipedrive each specific to functions like sales finance and more Stay tuned for new portfolio companies funding partners every week Apply now,"['#startup', '#founders']",[],call startup founder lvlup ventures launch kind super application groundbreake founder apply lvlup ventures fund corporate innovation arm grow week single application take minute fill lvlup funding corporate partner cover entire gamet stage industry actively deploy billion dollar include greycroft m13 expert dojo capchase l'oréal pegasus angel accelerator outlander santa barbara venture partners musa capital company yes lvlup partner start day plus apply exclusive power lvlup startup program superstar enterprise like google fidelity private shares pipedrive specific function like sale finance stay tune new portfolio company fund partner week apply https://www.lvlup.vc,1,Evening,1020
17,"Huge congrats to Artisan's $25m round!! Jaspar Carmichael-Jack 

Come meet the team at 2025 SaaStr Annual May 13-15!!

🤖 Automate Your Outbound With an AI-First Platform Powered by AI Employees
✅  Every Tool You Need, Consolidated Within One Exceptional Platform
🫂 Meet Your Future Colleagues, Artisans

Artisans unlock your team’s full potential by automating the repetitive, menial tasks that are slowing them down.",2025-04-10 00:48:39,1 week ago • Visible to anyone on or off LinkedIn,SaaStr,,"65,367 followers",3,5,75,video,Yes,91,No,Huge congrats to Artisans 25m round Jaspar CarmichaelJack Come meet the team at 2025 SaaStr Annual May 1315 Automate Your Outbound With an AIFirst Platform Powered by AI Employees Every Tool You Need Consolidated Within One Exceptional Platform Meet Your Future Colleagues Artisans Artisans unlock your teams full potential by automating the repetitive menial tasks that are slowing them down,[],[],huge congrat artisan round jaspar carmichael jack come meet team saastr annual automate outbound platform power employee tool need consolidated exceptional platform meet future colleague artisans artisans unlock team potential automate repetitive menial task slow,0,Night,417
36,"𝗧𝗵𝗲 𝗻𝗲𝘅𝘁 𝘄𝗮𝘃𝗲 𝗼𝗳 𝗔𝗜 𝗚𝗧𝗠 𝘄𝗼𝗻'𝘁 𝗷𝘂𝘀𝘁 𝗴𝗲𝗻𝗲𝗿𝗮𝘁𝗲 𝗰𝗼𝗻𝘁𝗲𝗻𝘁. 𝗜𝘁 𝘄𝗶𝗹𝗹 𝗳𝗶𝗻𝗱 𝘁𝗵𝗲 𝗿𝗶𝗴𝗵𝘁 𝗺𝗼𝗺𝗲𝗻𝘁 𝘁𝗼 𝘀𝘁𝗿𝗶𝗸𝗲.

Most outbound still starts with filters.
Industry. Role. Region.
Clean. Scalable.

Static filters help you find the right accounts, but to move before the market does, your AI BDR needs to track: 𝗖𝗵𝗮𝗻𝗴𝗲. 𝗠𝗼𝘁𝗶𝗼𝗻.

The signals that show up 𝘣𝘦𝘧𝘰𝘳𝘦 it’s obvious!

Think about it.. One job post doesn't tell you much. The 𝗽𝗮𝘁𝘁𝗲𝗿𝗻 𝗼𝗳 𝘁𝗿𝗶𝗴𝗴𝗲𝗿𝘀 does:
- A new VP joins the team
- Multiple open roles in a new function
- A quiet shift in messaging

On their own? Noise.
Together? A 𝘀𝗶𝗴𝗻𝗮𝗹 — something is changing

Individual triggers aren't designed for inference — and they’re not LLM-ready. And that’s what I’ve been focused: the 𝘁𝗿𝗮𝗻𝘀𝗹𝗮𝘁𝗶𝗼𝗻 𝗹𝗮𝘆𝗲𝗿.

Transforming scattered market triggers into a stream of structured, time-sensitive context & signals that LLMs can understand — and act on fast.

That’s the product challenge I’m thinking about. That’s our next launch at Artisan.

𝗦𝘁𝗮𝘆 t𝘂𝗻𝗲𝗱!",2025-03-25 19:28:20,3 weeks ago • Edited • Visible to anyone on or off LinkedIn,Heena,Dabke,GenAI Product @ Artisan AI | Wharton MBA '25 | ex-BCG,5,2,75,No media,Yes,89,No,Most outbound still starts with filters Industry Role Region Clean Scalable Static filters help you find the right accounts but to move before the market does your AI BDR needs to track The signals that show up its obvious Think about it One job post doesnt tell you much The does A new VP joins the team Multiple open roles in a new function A quiet shift in messaging On their own Noise Together A something is changing Individual triggers arent designed for inference and theyre not LLMready And thats what Ive been focused the Transforming scattered market triggers into a stream of structured timesensitive context signals that LLMs can understand and act on fast Thats the product challenge Im thinking about Thats our next launch at Artisan t,[],[],𝗧𝗵𝗲 𝗻𝗲𝘅𝘁 𝘄𝗮𝘃𝗲 𝗚𝗧𝗠 𝘄𝗼𝗻'𝘁 𝗷𝘂𝘀𝘁 𝗴𝗲𝗻𝗲𝗿𝗮𝘁𝗲 𝗰𝗼𝗻𝘁𝗲𝗻𝘁. 𝘄𝗶𝗹𝗹 𝗳𝗶𝗻𝗱 𝘁𝗵𝗲 𝗿𝗶𝗴𝗵𝘁 𝗺𝗼𝗺𝗲𝗻𝘁 𝘀𝘁𝗿𝗶𝗸𝗲. outbound start filter industry role region clean scalable static filter help find right account market bdr need track 𝗖𝗵𝗮𝗻𝗴𝗲. 𝗠𝗼𝘁𝗶𝗼𝗻. signal 𝘣𝘦𝘧𝘰𝘳𝘦 obvious think job post tell 𝗽𝗮𝘁𝘁𝗲𝗿𝗻 𝘁𝗿𝗶𝗴𝗴𝗲𝗿𝘀 new join team multiple open role new function quiet shift message noise 𝘀𝗶𝗴𝗻𝗮𝗹 change individual trigger design inference llm ready focus 𝘁𝗿𝗮𝗻𝘀𝗹𝗮𝘁𝗶𝗼𝗻 𝗹𝗮𝘆𝗲𝗿. transform scatter market trigger stream structured time sensitive context signal llms understand act fast product challenge think launch artisan 𝗦𝘁𝗮𝘆 t𝘂𝗻𝗲𝗱,0,Evening,979
67,"🚨 Last call for THE GATHERING SAN FRANCISCO tonight 💥

We’ve got an unreal lineup of speakers and founders bringing the heat. Honestly, I wish I were a startup founder just to get feedback from these incredible minds! But hey, the lucky three founders pitching tonight are in for a treat 👏

✨ Don’t miss your chance to learn from:

- Christelle Rohaut, CEO at Codi
- Jaspar Carmichael-Jack, Founder & CEO at Artisan
- Dani Grant, CEO at Jam.dev

🌟 And cheering on our pitching stars:

- Heather Rankow, MBA, Co-Founder Rely
- Kemi Bolatito, Founder Scooly
- Rohan Vaidya, Founder CommonAR

➡️ https://lu.ma/w266w0sd

#THEGATHERING #SanFrancisco #bayarea",2024-11-18 21:36:34,5 months ago • Visible to anyone on or off LinkedIn,Dasha,Shunina,"GTM @Puzzle | Founder of @Women Tech Meetup, @THE GATHERING | Forbes Contributor Venture Capital | YouTube - Talks With Dasha",6,5,55,image,Yes,77,No,Last call for THE GATHERING SAN FRANCISCO tonight Weve got an unreal lineup of speakers and founders bringing the heat Honestly I wish I were a startup founder just to get feedback from these incredible minds But hey the lucky three founders pitching tonight are in for a treat Dont miss your chance to learn from Christelle Rohaut CEO at Codi Jaspar CarmichaelJack Founder CEO at Artisan Dani Grant CEO at Jamdev And cheering on our pitching stars Heather Rankow MBA CoFounder Rely Kemi Bolatito Founder Scooly Rohan Vaidya Founder CommonAR,"['#thegathering', '#sanfrancisco', '#bayarea']",[],gathering san francisco tonight get unreal lineup speaker founder bring heat honestly wish startup founder feedback incredible mind hey lucky founder pitch tonight treat miss chance learn christelle rohaut ceo codi jaspar carmichael jack founder ceo artisan dani grant ceo jam.dev cheer pitching star heather rankow mba founder rely kemi bolatito founder scooly rohan vaidya founder commonar https://lu.ma/w266w0sd thegathering sanfrancisco bayarea,1,Night,653
73,"🚀 Exciting News from LvlUp Ventures! 🚀

We’re thrilled to announce our partnership with Xero, offering startups in our ecosystem an exclusive 6-month free subscription to Xero’s online accounting platform!

The Xero Startup Program, powered by LvlUp Ventures, is designed to help startups streamline financial management, connect bank accounts, and access advisors with ease. 🎉

How It Works:
1️⃣ Apply: Submit your application through our Funding Application (Select the Xero Startup Program)!
2️⃣ Get Accepted: Receive acceptance into the program within 4 days.
3️⃣ Sign Up for Free: Enjoy 6 months of Xero for free!
4️⃣ Unlock Perks: Book a call with Adam Ned, Principal at LvlUp Ventures, to access additional perks.

Why Xero?
Effortless accounting, seamless financial management, and a head start on scaling your startup. 🌟

Interested in joining? Apply now and let’s get started 👇👇👇 
https://lnkd.in/ee9zRHJE

#LvlUpVentures #Xero #StartupGrowth #AccountingMadeSimple #Entrepreneurship #Accounting #VC #VentureCapital #Startups",2024-12-19 20:28:25,3 months ago • Visible to anyone on or off LinkedIn,LvlUp,Ventures,"15,109 followers",4,6,55,image,Yes,75,No,Exciting News from LvlUp Ventures Were thrilled to announce our partnership with Xero offering startups in our ecosystem an exclusive 6month free subscription to Xeros online accounting platform The Xero Startup Program powered by LvlUp Ventures is designed to help startups streamline financial management connect bank accounts and access advisors with ease How It Works 1 Apply Submit your application through our Funding Application Select the Xero Startup Program 2 Get Accepted Receive acceptance into the program within 4 days 3 Sign Up for Free Enjoy 6 months of Xero for free 4 Unlock Perks Book a call with Adam Ned Principal at LvlUp Ventures to access additional perks Why Xero Effortless accounting seamless financial management and a head start on scaling your startup Interested in joining Apply now and lets get started,"['#lvlupventures', '#xero', '#startupgrowth', '#accountingmadesimple', '#entrepreneurship', '#accounting', '#vc', '#venturecapital', '#startups']",[],exciting news lvlup ventures thrilled announce partnership xero offer startup ecosystem exclusive month free subscription xero online accounting platform xero startup program power lvlup ventures design help startup streamline financial management connect bank account access advisor ease work 1️⃣ apply submit application funding application select xero startup program 2️⃣ accepted receive acceptance program day 3️⃣ sign free enjoy month xero free 4️⃣ unlock perks book adam ned principal lvlup ventures access additional perk xero effortless accounting seamless financial management head start scale startup interested join apply let start https://lnkd.in/ee9zrhje lvlupventure xero startupgrowth accountingmadesimple entrepreneurship accounting venturecapital startup,1,Evening,1034
45,"We're expanding our Strategy & Ops function at Artisan! If I had to choose any IC role, this would be the one I'd want to do. Here’s why:

What you’ll do:
1. Tackle broad, high-impact challenges across the organization—e.g., “Why isn’t X growing fast enough?”
2. Identify the key data that represents the problem, dive into it, and create actionable reports and dashboards using SQL and Tableau/Looker.
3. Hypothesize root causes for the issues and design a clear, data-backed plan to address them.
4. Collaborate with stakeholders to execute the plan.
5. Monitor key metrics to ensure progress trends in the right direction.
6. Once resolved, maintain oversight to ensure the issue stays fixed and performance remains strong.

This role is in-office in SF - consulting/IB backgrounds will likely perform well",2025-01-26 20:31:27,2 months ago • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",4,0,67,No media,No,75,No,Were expanding our Strategy Ops function at Artisan If I had to choose any IC role this would be the one Id want to do Heres why What youll do 1 Tackle broad highimpact challenges across the organizationeg Why isnt X growing fast enough 2 Identify the key data that represents the problem dive into it and create actionable reports and dashboards using SQL and TableauLooker 3 Hypothesize root causes for the issues and design a clear databacked plan to address them 4 Collaborate with stakeholders to execute the plan 5 Monitor key metrics to ensure progress trends in the right direction 6 Once resolved maintain oversight to ensure the issue stays fixed and performance remains strong This role is inoffice in SF consultingIB backgrounds will likely perform well,[],[],expand strategy ops function artisan choose role want tackle broad high impact challenge organization e.g. grow fast identify key datum represent problem dive create actionable report dashboard sql tableau looker hypothesize root cause issue design clear data back plan address collaborate stakeholder execute plan monitor key metric ensure progress trend right direction resolve maintain oversight ensure issue stay fix performance remain strong role office consulting background likely perform,0,Evening,809
32,"Are AI SDRs able to replace humans yet?

At Artisan we think it'll happen soon. But what's definitely true is that your human SDRs are burning out, missing quotas, and costing you a fortune. Meanwhile, AI SDRs are working 24/7, never complaining, and delivering hot leads directly into your inbox.

Facts:
- Only 17% of human reps hit 90%+ of quota
- AI SDRs can automate 80% of outbound tasks
- They're scalable, consistent, and way cheaper than a human

Imagine your top performers freed from grunt work, focusing solely on high-value interactions. That's not the future - it's happening now. Your competition is already using AI to flood their pipeline while you're stuck in the stone age, too scared to take a risk.

It's time to adapt. Or explain to your board why you're hemorrhaging market share to companies embracing the AI revolution. The choice is yours.

If you want to learn more about AI SDRs and which ones are ready to replace your sales team, check out our latest blog here:",2024-07-25 19:15:15,8 months ago • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",8,0,54,image,No,70,No,Are AI SDRs able to replace humans yet At Artisan we think itll happen soon But whats definitely true is that your human SDRs are burning out missing quotas and costing you a fortune Meanwhile AI SDRs are working 247 never complaining and delivering hot leads directly into your inbox Facts Only 17 of human reps hit 90 of quota AI SDRs can automate 80 of outbound tasks Theyre scalable consistent and way cheaper than a human Imagine your top performers freed from grunt work focusing solely on highvalue interactions Thats not the future its happening now Your competition is already using AI to flood their pipeline while youre stuck in the stone age too scared to take a risk Its time to adapt Or explain to your board why youre hemorrhaging market share to companies embracing the AI revolution The choice is yours If you want to learn more about AI SDRs and which ones are ready to replace your sales team check out our latest blog here,[],[],sdr able replace human artisan think happen soon definitely true human sdr burn miss quota cost fortune sdr work complain deliver hot lead directly inbox fact human rep hit 90%+ quota sdr automate outbound task scalable consistent way cheap human imagine performer free grunt work focus solely high value interaction future happen competition flood pipeline stuck stone age scared risk time adapt explain board hemorrhage market share company embrace revolution choice want learn sdr one ready replace sale team check late blog,0,Evening,991
57,"Huge step for us at LvlUp Ventures! We’re opening the first founders-only co-working & membership space powered by our vast VC ecosystem. With daily resources directly from our team of venture capitalists and operators, hundreds of startups in our portfolio & community within the space, as well as our own offices being housed here, this will be groundbreaking.",2024-10-25 21:33:42,5 months ago • Edited • Visible to anyone on or off LinkedIn,Aaron,Golbin,"Managing Partner at LvlUp Ventures | Co-Founder & Co-Chairman, National Artificial Intelligence Association | VC, Startups, Investor | 4x Forbes",14,1,36,No media,No,66,No,Huge step for us at LvlUp Ventures Were opening the first foundersonly coworking membership space powered by our vast VC ecosystem With daily resources directly from our team of venture capitalists and operators hundreds of startups in our portfolio community within the space as well as our own offices being housed here this will be groundbreaking,[],[],huge step lvlup ventures open founder working membership space power vast ecosystem daily resource directly team venture capitalist operator hundred startup portfolio community space office house groundbreake,1,Night,362
58,"We are hiring, kinda ;)

Apply to join our portfolio of high-growth startups and receive investment or acceleration!",2025-02-12 16:45:44,2 months ago • Visible to anyone on or off LinkedIn,Aaron,Golbin,"Managing Partner at LvlUp Ventures | Co-Founder & Co-Chairman, National Artificial Intelligence Association | VC, Startups, Investor | 4x Forbes",1,5,54,No media,No,66,No,We are hiring kinda Apply to join our portfolio of highgrowth startups and receive investment or acceleration,[],[],hire kinda apply join portfolio high growth startup receive investment acceleration,1,Afternoon,116
83,"🚀 What We Look for in Startups at LvlUp Ventures 🚀
(From the investor’s perspective)

At LvlUp Ventures, we back Seed-stage startups that are bold enough to think differently—and scrappy enough to make it happen.

Here’s what stands out to us when reviewing new opportunities:

✅ Clear Problem & Unique Insight
Startups that truly understand the pain point they're solving and bring a fresh, founder-led perspective to the table.

✅ Early Signs of Traction
This doesn't have to be sky-high revenue—but strong signals like user retention, organic growth, partnerships or early sales channels working well.

✅ A Sharp, Coachable Team
We love founders who are relentless and receptive. You're the expert in your domain—but open to strategic collaboration.

✅ Capital Efficiency
We’re big believers in doing more with less. Efficient execution and thoughtful resource allocation go a long way in this market.

✅ Platform Potential
Can this product evolve into something bigger? We get excited by businesses with real ecosystem or category-defining potential.

Our team rolls up its sleeves post-investment—we don’t just write checks, we help you grow through partnerships, channel support, and deep founder-in-residence experience.

If you're building something bold, we’d love to hear from you.

🔗 Apply Now: https://lnkd.in/ee9zRHJE

#LvlUpVentures #SeedStage #Startups #VC #FounderJourney #VentureCapital #EarlyStageInvesting #VentureCapital #TechStartups #CPG #SaaS #PitchUs",2025-04-11 19:26:56,1 week ago • Visible to anyone on or off LinkedIn,LvlUp,Ventures,"15,109 followers",4,6,44,image,Yes,64,No,What We Look for in Startups at LvlUp Ventures From the investors perspective At LvlUp Ventures we back Seedstage startups that are bold enough to think differentlyand scrappy enough to make it happen Heres what stands out to us when reviewing new opportunities Clear Problem Unique Insight Startups that truly understand the pain point theyre solving and bring a fresh founderled perspective to the table Early Signs of Traction This doesnt have to be skyhigh revenuebut strong signals like user retention organic growth partnerships or early sales channels working well A Sharp Coachable Team We love founders who are relentless and receptive Youre the expert in your domainbut open to strategic collaboration Capital Efficiency Were big believers in doing more with less Efficient execution and thoughtful resource allocation go a long way in this market Platform Potential Can this product evolve into something bigger We get excited by businesses with real ecosystem or categorydefining potential Our team rolls up its sleeves postinvestmentwe dont just write checks we help you grow through partnerships channel support and deep founderinresidence experience If youre building something bold wed love to hear from you Apply Now,"['#lvlupventures', '#seedstage', '#startups', '#vc', '#founderjourney', '#venturecapital', '#earlystageinvesting', '#venturecapital', '#techstartups', '#cpg', '#saas', '#pitchus']",[],look startups lvlup ventures investor perspective lvlup ventures seed stage startup bold think differently scrappy happen stand review new opportunity clear problem unique insight startup truly understand pain point solve bring fresh founder lead perspective table early sign traction sky high revenue strong signal like user retention organic growth partnership early sale channel work sharp coachable team love founder relentless receptive expert domain open strategic collaboration capital efficiency big believer efficient execution thoughtful resource allocation long way market platform potential product evolve big excited business real ecosystem category define potential team roll sleeve post investment write check help grow partnership channel support deep founder residence experience build bold love hear apply https://lnkd.in/ee9zrhje lvlupventure seedstage startups founderjourney venturecapital earlystageinveste venturecapital techstartups cpg saas pitchus,1,Evening,1474
47,"Hey LinkedIn fam, it's been a whirlwind journey at Fuelgrowth.ai lately, and I couldn't wait to share some insights from our founder's desk! 🚀

For the past few months, we've been heads down, laser-focused on crafting cutting-edge solution for larger enterprises. But let me tell you, the journey has been anything but ordinary. We've had countless eye-opening conversations with potential users spanning SMEs to midmarket and enterprises, and the response has been phenomenal! 🌟

Sharing some key takeaways that have been brewing in my mind:

1️⃣ Bold Conversations from Day One: Don't underestimate the power of engaging with enterprise and large organizations right from the get-go. Sometimes, the need for what you're building in these behemoths is far greater than you might anticipate. While SMEs are more accessible for conversations, it's often the big players who truly grasp the value of innovation.

2️⃣ Niche Focus, Stellar Solutions: Conversations with larger enterprises allow you to zero in on a niche and craft state-of-the-art solutions tailored to specific challenges. This focus breeds innovation and sets you apart in the market.

3️⃣ Crystal-Clear Messaging: Engaging with big players forces you to refine your messaging and positioning in the market. Being precise and clear becomes paramount, which ultimately benefits your entire brand identity.

4️⃣ Timing is Key: Navigating enterprise sales cycles, POCs, and sealing those game-changing deals alongside building your product is a marathon, not a sprint. It's crucial to tread carefully, leveraging feedback from fellow operators in the market to ensure your journey is a successful one.

Our journey at Fuelgrowth.ai is just getting started, and I'm thrilled to embark on this adventure alongside each of you. Let's keep the conversation going! 💬 

#FounderInsights #FuelgrowthJourney #EntrepreneurshipGoals

What do you think? Let me know your thoughts and experiences in the comments below! 🚀",2024-05-22 14:04:02,10 months ago • Visible to anyone on or off LinkedIn,Archit,Anand,Building AI Agents at Fuelgrowth.ai,4,1,52,No media,No,62,Yes,Hey LinkedIn fam its been a whirlwind journey at Fuelgrowthai lately and I couldnt wait to share some insights from our founders desk For the past few months weve been heads down laserfocused on crafting cuttingedge solution for larger enterprises But let me tell you the journey has been anything but ordinary Weve had countless eyeopening conversations with potential users spanning SMEs to midmarket and enterprises and the response has been phenomenal Sharing some key takeaways that have been brewing in my mind 1 Bold Conversations from Day One Dont underestimate the power of engaging with enterprise and large organizations right from the getgo Sometimes the need for what youre building in these behemoths is far greater than you might anticipate While SMEs are more accessible for conversations its often the big players who truly grasp the value of innovation 2 Niche Focus Stellar Solutions Conversations with larger enterprises allow you to zero in on a niche and craft stateoftheart solutions tailored to specific challenges This focus breeds innovation and sets you apart in the market 3 CrystalClear Messaging Engaging with big players forces you to refine your messaging and positioning in the market Being precise and clear becomes paramount which ultimately benefits your entire brand identity 4 Timing is Key Navigating enterprise sales cycles POCs and sealing those gamechanging deals alongside building your product is a marathon not a sprint Its crucial to tread carefully leveraging feedback from fellow operators in the market to ensure your journey is a successful one Our journey at Fuelgrowthai is just getting started and Im thrilled to embark on this adventure alongside each of you Lets keep the conversation going What do you think Let me know your thoughts and experiences in the comments below,"['#founderinsights', '#fuelgrowthjourney', '#entrepreneurshipgoals']",[],hey linkedin fam whirlwind journey fuelgrowth.ai lately wait share insight founder desk past month head laser focused craft cutting edge solution large enterprise let tell journey ordinary countless eye open conversation potential user span sme midmarket enterprise response phenomenal share key takeaway brew mind 1️⃣ bold conversations day underestimate power engage enterprise large organization right need build behemoth far great anticipate sme accessible conversation big player truly grasp value innovation 2️⃣ niche focus stellar solutions conversation large enterprise allow niche craft state art solution tailor specific challenge focus breed innovation set apart market 3️⃣ crystal clear messaging engage big player force refine messaging positioning market precise clear paramount ultimately benefit entire brand identity 4️⃣ timing key navigate enterprise sale cycle poc seal game change deal alongside build product marathon sprint crucial tread carefully leverage feedback fellow operator market ensure journey successful journey fuelgrowth.ai getting start thrilled embark adventure alongside let conversation founderinsights fuelgrowthjourney entrepreneurshipgoals think let know thought experience comment,0,Afternoon,1971
33,"Did a write-up on our transition from product-led to sales-led! 

We’re always looking for awesome AEs to join the team - reach out if that’s you 🦄",2024-09-12 23:30:37,7 months ago • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",8,0,43,No media,No,59,No,Did a writeup on our transition from productled to salesled Were always looking for awesome AEs to join the team reach out if thats you,[],[],write transition product lead sale lead look awesome join team reach,0,Night,147
99,"Tag a founder in the comments or a tagline of your company. Our team will speak with the top 3 comments in the next 48 hours.

Interested in chatting with us anyway? Apply to our fund or one of our bespoke programs here: https://lnkd.in/ee9zRHJE

#FounderCommunity #StartupPitch #FounderSupport #TechStartups #VentureCapital #InvestmentOpportunities #FundYourStartup #BusinessGrowth #StartupFounders #Entrepreneurship #PitchYourCompany #LvlUpVentures #VCConnections #StartupJourney #InnovationLeaders #VC #viral",2025-01-22 20:56:52,2 months ago • Edited • Visible to anyone on or off LinkedIn,LvlUp,Ventures,"15,109 followers",9,7,26,image,Yes,58,No,Tag a founder in the comments or a tagline of your company Our team will speak with the top 3 comments in the next 48 hours Interested in chatting with us anyway Apply to our fund or one of our bespoke programs here,"['#foundercommunity', '#startuppitch', '#foundersupport', '#techstartups', '#venturecapital', '#investmentopportunities', '#fundyourstartup', '#businessgrowth', '#startupfounders', '#entrepreneurship', '#pitchyourcompany', '#lvlupventures', '#vcconnections', '#startupjourney', '#innovationleaders', '#vc', '#viral']",[],tag founder comment tagline company team speak comment hour interested chat apply fund bespoke program https://lnkd.in/ee9zrhje foundercommunity startuppitch foundersupport techstartups venturecapital investmentopportunities fundyourstartup businessgrowth startupfounders entrepreneurship pitchyourcompany lvlupventure vcconnection startupjourney innovationleaders viral,1,Evening,511
